bootstrap,model_id,overall_score,rank
48,qwen3_8_max,16.949869709149443,10
49,claude_opus_4_8_max,65.54849212845006,1
49,gpt_5_5_xhigh,59.65839963882941,2
49,claude_fable_5_max,58.6652779043061,3
49,deepseek_v4_pro_max,53.79368122144715,4
49,gemini_3_1_pro_high,52.41068864760669,5
49,deepseek_v4_flash_max,43.988000921771004,6
49,kimi_k3_max,40.997148282497726,7
49,gpt_5_6_sol_max,39.180362838596025,8
49,qwen3_8_max,38.16374409208124,9
49,glm_5_2_max,35.614579787629914,10
50,gemini_3_1_pro_high,75.33537873698643,1
50,claude_opus_4_8_max,60.30835277179051,2
50,kimi_k3_max,55.512994955538424,3
50,gpt_5_5_xhigh,50.10452245522606,4
50,gpt_5_6_sol_max,48.689202774945194,5
50,qwen3_8_max,46.16968281756668,6
50,glm_5_2_max,38.595348621927265,7
50,claude_fable_5_max,33.18946445255558,8
50,deepseek_v4_flash_max,24.795953071412686,9
50,deepseek_v4_pro_max,20.551483853903754,10
51,gpt_5_6_sol_max,73.90440922048724,1
51,deepseek_v4_pro_max,68.96311898286811,2
51,gpt_5_5_xhigh,67.45430566381762,3
51,kimi_k3_max,58.80187765078523,4
51,claude_opus_4_8_max,51.24759050649859,5
51,deepseek_v4_flash_max,50.87195493696518,6
51,qwen3_8_max,46.62892193980913,7
51,claude_fable_5_max,34.53850889420696,8
51,gemini_3_1_pro_high,34.007819781599096,9
51,glm_5_2_max,27.066789366530116,10
52,gpt_5_5_xhigh,79.89897236453905,1
52,claude_opus_4_8_max,76.99206415716911,2
52,deepseek_v4_pro_max,65.44128312310062,3
52,deepseek_v4_flash_max,63.84276051751482,4
52,glm_5_2_max,56.97151427094778,5
52,gpt_5_6_sol_max,41.137979289652705,6
52,claude_fable_5_max,36.721946953246224,7
52,gemini_3_1_pro_high,24.901576159272338,8
52,qwen3_8_max,24.86635687244906,9
52,kimi_k3_max,19.11777143845425,10
53,gemini_3_1_pro_high,79.48504208463991,1
53,claude_fable_5_max,76.6768506204944,2
53,deepseek_v4_pro_max,55.717688490381235,3
53,claude_opus_4_8_max,52.16946708222643,4
53,qwen3_8_max,42.44433196792792,5
53,gpt_5_6_sol_max,42.368941746085454,6
53,kimi_k3_max,41.57593077976653,7
53,glm_5_2_max,41.459663540253295,8
53,deepseek_v4_flash_max,36.43342294245501,9
53,gpt_5_5_xhigh,29.41475064225536,10
54,claude_fable_5_max,72.25262602344951,1
54,gemini_3_1_pro_high,70.21025616409246,2
54,qwen3_8_max,66.57060952246019,3
54,deepseek_v4_flash_max,64.28072086952831,4
54,claude_opus_4_8_max,62.05124324752963,5
54,kimi_k3_max,53.61421039811661,6
54,glm_5_2_max,49.163699882401126,7
54,gpt_5_5_xhigh,44.29252204452225,8
54,gpt_5_6_sol_max,42.91323461799335,9
54,deepseek_v4_pro_max,15.02563104272653,10
55,glm_5_2_max,75.10938657891562,1
55,kimi_k3_max,63.21448906559856,2
55,gemini_3_1_pro_high,62.57114693232827,3
55,claude_opus_4_8_max,61.76752581004398,4
55,deepseek_v4_flash_max,58.70568211760258,5
55,gpt_5_6_sol_max,51.73219644578462,6
55,gpt_5_5_xhigh,48.24401272509374,7
55,qwen3_8_max,36.00771523725212,8
55,claude_fable_5_max,25.06341098938632,9
55,deepseek_v4_pro_max,22.989644253202844,10
56,claude_fable_5_max,66.2620762939435,1
56,qwen3_8_max,61.42911694364563,2
56,claude_opus_4_8_max,49.38981431079024,3
56,gpt_5_6_sol_max,48.588302353194706,4
56,kimi_k3_max,42.29790049227,5
56,deepseek_v4_flash_max,35.513046771012924,6
56,deepseek_v4_pro_max,35.04188080634748,7
56,glm_5_2_max,32.72676773258216,8
56,gpt_5_5_xhigh,26.115496409811342,9
56,gemini_3_1_pro_high,19.21150472419183,10
57,claude_fable_5_max,76.12515780935799,1
57,gemini_3_1_pro_high,75.70661348472308,2
57,gpt_5_6_sol_max,59.08829275217394,3
57,deepseek_v4_flash_max,55.78713866345796,4
57,claude_opus_4_8_max,53.88283317153781,5
57,gpt_5_5_xhigh,47.83033304696187,6
57,deepseek_v4_pro_max,44.85922142109564,7
57,kimi_k3_max,43.00691872545286,8
57,qwen3_8_max,42.93477084458447,9
57,glm_5_2_max,31.10606556781832,10
58,gpt_5_5_xhigh,84.2137140091437,1
58,kimi_k3_max,76.55602836621233,2
58,gemini_3_1_pro_high,64.03350844972061,3
58,deepseek_v4_pro_max,53.98404505834786,4
58,claude_opus_4_8_max,51.70749343805765,5
58,qwen3_8_max,45.45454866480924,6
58,gpt_5_6_sol_max,44.692090597870404,7
58,claude_fable_5_max,42.31558662102516,8
58,glm_5_2_max,34.16058709818562,9
58,deepseek_v4_flash_max,18.444144258243774,10
59,deepseek_v4_pro_max,87.66536060133022,1
59,claude_fable_5_max,76.23737513704769,2
59,kimi_k3_max,63.601237522268086,3
59,claude_opus_4_8_max,54.84917806088969,4
59,qwen3_8_max,47.359043785967366,5
59,gemini_3_1_pro_high,42.82486378572351,6
59,gpt_5_5_xhigh,42.61929458327967,7
59,gpt_5_6_sol_max,42.52849663195427,8
59,glm_5_2_max,39.42362485119031,9
59,deepseek_v4_flash_max,36.2206752158905,10
60,kimi_k3_max,73.34585506902592,1
60,claude_fable_5_max,72.19054416596538,2
60,gpt_5_6_sol_max,63.54860628542851,3
