bootstrap,dimension,converged,message
1401,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1401,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1402,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1402,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1402,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1402,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1402,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1403,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1403,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1403,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1403,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1403,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1404,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1404,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1404,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1404,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1404,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1405,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1405,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1405,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1405,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1405,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1406,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1406,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1406,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1406,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1406,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1407,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1407,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1407,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1407,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1407,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1408,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1408,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1408,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1408,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1408,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1409,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1409,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1409,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1409,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1409,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1410,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1410,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1410,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1410,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1410,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1411,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1411,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1411,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1411,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1411,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1412,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1412,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1412,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1412,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1412,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1413,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1413,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1413,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1413,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1413,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1414,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1414,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1414,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1414,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1414,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1415,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1415,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1415,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1415,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1415,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1416,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1416,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1416,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1416,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1416,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1417,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1417,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1417,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1417,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1417,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1418,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1418,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1418,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1418,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1418,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1419,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1419,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1419,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1419,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1419,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1420,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1420,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1420,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1420,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1420,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1421,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1421,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1421,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1421,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1421,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1422,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1422,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1422,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1422,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1422,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1423,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1423,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1423,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1423,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1423,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1424,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1424,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1424,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1424,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1424,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1425,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1425,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1425,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1425,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1425,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1426,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1426,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1426,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1426,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1426,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1427,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1427,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1427,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1427,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1427,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1428,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1428,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1428,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1428,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1428,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1429,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1429,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1429,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1429,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1429,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1430,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1430,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1430,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1430,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1430,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1431,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1431,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1431,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1431,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1431,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1432,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1432,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1432,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1432,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1432,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1433,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1433,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1433,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1433,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1433,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1434,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1434,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1434,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1434,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1434,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1435,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1435,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1435,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1435,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1435,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1436,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1436,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1436,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1436,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1436,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1437,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1437,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1437,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1437,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1437,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1438,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1438,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1438,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1438,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1438,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1439,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1439,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1439,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1439,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1439,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1440,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1440,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1440,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1440,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1440,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1441,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1441,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1441,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1441,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1441,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1442,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1442,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1442,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1442,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1442,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1443,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1443,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1443,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1443,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1443,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1444,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1444,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1444,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1444,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1444,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1445,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1445,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1445,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1445,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1445,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1446,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1446,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1446,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1446,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1446,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1447,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1447,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1447,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1447,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1447,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1448,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1448,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1448,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1448,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1448,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1449,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1449,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1449,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1449,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1449,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1450,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1450,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1450,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1450,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1450,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1451,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1451,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1451,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1451,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1451,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1452,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1452,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1452,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1452,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1452,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1453,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1453,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1453,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1453,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1453,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1454,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1454,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1454,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1454,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1454,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1455,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1455,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1455,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1455,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1455,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1456,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1456,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1456,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1456,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1456,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1457,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1457,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1457,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1457,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1457,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1458,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1458,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1458,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1458,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1458,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1459,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1459,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1459,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1459,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1459,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1460,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1460,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1460,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1460,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1460,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1461,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1461,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1461,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1461,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1461,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1462,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1462,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1462,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1462,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1462,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1463,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1463,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1463,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1463,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1463,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1464,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1464,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1464,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1464,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1464,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1465,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1465,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1465,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1465,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1465,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1466,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1466,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1466,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1466,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1466,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1467,C1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1467,C2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1467,C3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1467,C4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1467,C5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
